,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
201512050MIL,MIL,MIL,NYK,"BMO Harris Bradley Center, Milwaukee, Wisconsin",conference,2015-12-05 20:30:00,2015-12-05 22:30:00,"['Tony Brothers', 'Tyler Ford', 'Leroy Richardson']",16223,0,29,23,29,25,[],106,-2,1.0,"['parkeja01', 'mayooj01', 'antetgi01', 'monrogr01', 'middlkh01', 'cartemi01', 'obryajo01', 'hensojo01', 'vaughra01', 'plumlmi01', 'inglida01', 'ennisty01', 'copelch01']","[7, 13]",1,642990441,49460803.15,20,24,24,21,22,[],91,2,1.0,"['afflaar01', 'anthoca01', 'caldejo01', 'porzikr01', 'lopezro01', 'gallola01', 'thomala01', 'serapke01', 'grantje02', 'willide02', 'vujacsa01', 'oquinky01', 'amundlo01']","[10, 10]",1,777823375,59832567.31,20
201512050MIN,POR,MIN,POR,"Target Center, Minneapolis, Minnesota",division,2015-12-05 20:00:00,2015-12-05 22:00:00,"['Ron Garretson', 'Courtney Kirkland', 'Haywoode Workman']",16203,0,32,27,23,21,[],103,-2,4.0,"['wiggian01', 'rubiori01', 'townska01', 'martike02', 'garneke01', 'dienggo01', 'lavinza01', 'bjeline01', 'princta01', 'muhamsh01', 'paynead01', 'rudezda01', 'millean02']","[8, 10]",0,1197807854,92139065.69,18,22,24,34,29,[],109,1,2.0,"['lillada01', 'mccolcj01', 'aminual01', 'plumlma01', 'vonleno01', 'davised01', 'leoname01', 'crabbal01', 'hendege02', 'harklma01', 'fraziti01', 'kamanch01', 'connapa01']","[8, 12]",1,883803966,67984920.46,20
201512050PHI,DEN,PHI,DEN,"Wells Fargo Center, Philadelphia, Pennsylvania",none,2015-12-05 13:00:00,2015-12-05 15:00:00,"['Mike Callahan', 'Mark Lindsay', 'Kevin Scott']",15677,0,25,34,26,20,[],105,-1,3.0,"['noelne01', 'covinro01', 'mccontj01', 'grantje01', 'canaais01', 'stausni01', 'thompho01', 'sampsja02', 'holmeri01', 'wroteto01', 'woodch01', 'okafoja01']","[1, 19]",0,294859046,24571587.17,20,29,23,25,31,[],108,1,2.0,"['gallida01', 'foyera01', 'mudiaem01', 'arthuda01', 'lauvejo01', 'bartowi01', 'nelsoja01', 'farieke01', 'millemi01', 'hicksjj01', 'papanko01', 'jokicni01']","[7, 13]",0,710048099,59170674.92,20
201512050SAS,SAS,SAS,BOS,"AT&T Center, San Antonio, Texas",none,2015-12-05 20:30:00,2015-12-05 22:30:00,"['Derrick Collins', 'Gediminas Petraitis', 'Tom Washington']",18418,0,29,29,28,22,[],108,2,2.0,"['leonaka01', 'greenda02', 'aldrila01', 'parketo01', 'duncati01', 'millspa02', 'ginobma01', 'diawbo01', 'westda01', 'anderky01', 'simmojo02', 'mccalra01', 'bonnema01']","[16, 4]",1,1375149960,105780766.2,20,27,22,22,34,[],105,2,2.0,"['bradlav01', 'thomais02', 'crowdja01', 'johnsam01', 'sullija01', 'turneev01', 'hunterj01', 'olynyke01', 'jerebjo01', 'zellety01', 'youngja01', 'roziete01', 'leeda02']","[11, 8]",0,635731255,48902404.23,19
201512050TOR,GSW,TOR,GSW,"Air Canada Centre, Toronto, Canada",none,2015-12-05 17:00:00,2015-12-05 19:00:00,"['David Guthrie', 'Eric Lewis', 'Zach Zarba']",20160,0,21,28,30,30,[],109,-1,2.0,"['lowryky01', 'derozde01', 'carrode01', 'scolalu01', 'biyombi01', 'pattepa01', 'josepco01', 'noguelu01', 'rosste01', 'johnsja01', 'powelno01', 'bennean01']","[12, 8]",0,1000014595,83334549.58,20,32,27,24,29,[],112,0,3.0,"['greendr01', 'curryst01', 'thompkl01', 'ezelife01', 'rushbr01', 'iguodan01', 'livinsh01', 'speigma01', 'barbole01', 'clarkia01', 'mcadoja01', 'thompja02', 'bogutan01']","[20, 0]",1,1091254334,83942641.08,20
201512050UTA,UTA,UTA,IND,"Vivint Smart Home Arena, Salt Lake City, Utah",none,2015-12-05 21:00:00,2015-12-05 23:00:00,"['Tre Maddox', 'Rodney Mott', 'Gary Zielinski']",19500,0,27,30,27,26,[],122,-2,2.0,"['favorde01', 'haywago01', 'hoodro01', 'lylestr01', 'netora01', 'burketr01', 'burksal01', 'booketr01', 'millsel01', 'witheje01', 'johnsch04', 'inglejo01', 'goberru01']","[8, 9]",1,729417017,56109001.31,17,19,33,32,26,[],119,-1,2.0,"['georgpa01', 'hillge01', 'milescj01', 'ellismo01', 'mahinia01', 'stuckro01', 'hilljo01', 'allenla01', 'budinch01', 'youngjo01', 'turnemy01', 'robingl02', 'hillso01']","[12, 6]",0,825451979,63496306.08,18
201512060BRK,GSW,BRK,GSW,"Barclays Center, Brooklyn, New York",none,2015-12-06 18:00:00,2015-12-06 20:00:00,"['Eric Dalen', 'Ken Mauer', 'James Williams']",17732,0,16,38,26,18,[],98,-1,2.0,"['jackja01', 'johnsjo02', 'youngth01', 'lopezbr01', 'bogdabo02', 'larkish01', 'brownma02', 'reedwi02', 'ellinwa01', 'robinth01', 'sloando01', 'karasse01', 'holliro01']","[5, 14]",0,738251011,56788539.31,19,30,27,30,27,[],114,1,1.0,"['greendr01', 'curryst01', 'thompkl01', 'rushbr01', 'bogutan01', 'iguodan01', 'livinsh01', 'ezelife01', 'barbole01', 'speigma01', 'clarkia01', 'thompja02', 'mcadoja01']","[21, 0]",1,1091254334,83942641.08,21
201512060DET,DET,DET,LAL,"The Palace of Auburn Hills, Auburn Hills, Michigan",none,2015-12-06 18:00:00,2015-12-06 20:00:00,"['Nick Buchert', 'Kevin Cutler', 'Scott Foster']",20228,0,32,33,25,21,[],111,3,2.0,"['caldwke01', 'morrima03', 'jacksre01', 'drumman01', 'ilyaser01', 'tollian01', 'johnsst04', 'baynear01', 'blakest01', 'hillida01', 'dinwisp01', 'bullore01', 'anthojo01']","[11, 9]",0,685880335,52760025.77,20,19,23,23,26,[],91,-1,2.0,"['clarkjo01', 'bryanko01', 'hibbero01', 'randlju01', 'russeda01', 'willilo02', 'artesro01', 'nancela02', 'huertma01', 'kellyry01', 'sacrero01', 'bassbr01', 'youngni01']","[3, 16]",1,954825066,73448082.0,19
201512060MEM,MEM,MEM,PHO,"FedEx Forum, Memphis, Tennessee",conference,2015-12-06 15:30:00,2015-12-06 17:30:00,"['Pat Fraher', 'John Goble', 'J.T. Orr']",16022,0,20,23,24,28,[],95,-1,3.0,"['randoza01', 'gasolma01', 'conlemi01', 'greenje02', 'allento01', 'leeco01', 'barnema02', 'chalmma01', 'greenja01', 'cartevi01', 'wrighbr03', 'smithru01', 'ennisja01']","[11, 9]",0,1136475644,87421203.38,20,16,25,27,25,[],93,-3,2.0,"['leuerjo01', 'bledser01', 'knighbr03', 'lenal01', 'tuckepj01', 'teletmi01', 'bookede01', 'warretj01', 'pricero01', 'jeffeco01', 'weemsso01', 'morrima02', 'goodwar01']","[8, 12]",0,620718953,47747611.77,20
201512060OKC,OKC,OKC,SAC,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",conference,2015-12-06 19:00:00,2015-12-06 21:00:00,"['Tony Brown', 'Marc Davis', 'Leon Wood']",18203,0,28,23,25,22,[],98,-2,3.0,"['duranke01', 'westbru01', 'roberan03', 'adamsst01', 'ibakase01', 'waitedi01', 'kanteen01', 'singlky01', 'morroan01', 'augusdj01', 'payneca01', 'novakst01', 'collini01']","[11, 8]",0,1286144312,98934177.85,19,25,23,16,31,[],95,-2,1.0,"['couside01', 'gayru01', 'rondora01', 'casspom01', 'mclembe01', 'collida01', 'belinma01', 'koufoko01', 'anderja01', 'moreler01', 'acyqu01', 'butleca01', 'curryse01']","[7, 14]",0,705535692,54271976.31,21
201512060WAS,DAL,WAS,DAL,"Verizon Center, Washington, District of Columbia",none,2015-12-06 18:00:00,2015-12-06 20:00:00,"['Matt Boland', 'Leroy Richardson', 'Bill Spooner']",16394,0,28,30,26,20,[],104,1,2.0,"['bealbr01', 'walljo01', 'porteot01', 'dudleja01', 'holliry01', 'nealga01', 'sessira01', 'templga01', 'blairde01', 'oubreke01', 'hilarne01', 'humphkr01', 'goodedr01']","[8, 9]",0,1026942603,78995584.85,17,29,26,32,29,[],116,-1,2.0,"['matthwe02', 'willide01', 'feltora01', 'nowitdi01', 'pachuza01', 'evansje01', 'jenkijo01', 'villach01', 'harride01', 'anderju01', 'poweldw01', 'parsoch01', 'mcgeeja01']","[11, 9]",0,1048361125,80643163.46,20
201512070CHI,PHO,CHI,PHO,"United Center, Chicago, Illinois",none,2015-12-07 20:00:00,2015-12-07 22:00:00,"['Mark Ayotte', 'Tony Brothers', 'Eli Roe']",21337,0,30,21,26,24,[],101,-1,2.0,"['butleji01', 'rosede01', 'mirotni01', 'gasolpa01', 'snellto01', 'mcderdo01', 'gibsota01', 'noahjo01', 'mooreet01', 'hinriki01', 'portibo01', 'brookaa01', 'bairsca01']","[11, 6]",1,1091044444,83926495.69,17,27,24,10,42,[],103,-4,1.0,"['knighbr03', 'bledser01', 'leuerjo01', 'lenal01', 'tuckepj01', 'bookede01', 'teletmi01', 'warretj01', 'morrima02', 'pricero01', 'jeffeco01', 'goodwar01', 'weemsso01']","[8, 13]",0,620718953,47747611.77,21
201512070CHO,CHO,CHO,DET,"Time Warner Cable Arena, Charlotte, North Carolina",conference,2015-12-07 19:00:00,2015-12-07 21:00:00,"['Mike Callahan', 'Tyler Ford', 'Bill Kennedy']",15481,0,28,34,26,16,[],104,1,2.0,"['batumni01', 'zelleco01', 'willima02', 'walkeke02', 'hairspj02', 'kaminfr01', 'linje01', 'lambje01', 'hawessp01', 'hansbty01', 'danietr01', 'harriaa01', 'roberbr01']","[11, 8]",0,769840822,59218524.77,19,20,31,19,14,[],84,4,1.0,"['caldwke01', 'morrima03', 'ilyaser01', 'jacksre01', 'drumman01', 'baynear01', 'johnsst04', 'tollian01', 'blakest01', 'hillida01', 'anthojo01', 'bullore01', 'dinwisp01']","[12, 9]",0,685880335,52760025.77,21
201512070MIA,WAS,MIA,WAS,"AmericanAirlines Arena, Miami, Florida",division,2015-12-07 19:30:00,2015-12-07 21:30:00,"['Mark Lindsay', 'Kevin Scott', 'Michael Smith']",19600,0,19,36,29,19,[],103,2,2.0,"['boshch01', 'greenge01', 'dragigo01', 'wadedw01', 'whiteha01', 'winslju01', 'johnsty01', 'mcrobjo01', 'richajo01', 'udrihbe01', 'hasleud01', 'anderch01']","[12, 6]",0,1047847819,87320651.58,18,29,31,27,27,[],114,-1,1.0,"['bealbr01', 'walljo01', 'porteot01', 'dudleja01', 'holliry01', 'nealga01', 'humphkr01', 'sessira01', 'templga01', 'blairde01', 'oubreke01', 'goodedr01']","[8, 10]",0,891602241,74300186.75,18
201512070MIL,MIL,MIL,POR,"BMO Harris Bradley Center, Milwaukee, Wisconsin",none,2015-12-07 20:00:00,2015-12-07 22:00:00,"['Karl Lane', 'Rodney Mott', 'Tom Washington']",14389,0,25,17,18,30,[],90,1,2.0,"['middlkh01', 'mayooj01', 'parkeja01', 'antetgi01', 'monrogr01', 'cartemi01', 'hensojo01', 'obryajo01', 'vaughra01', 'plumlmi01', 'inglida01', 'ennisty01', 'copelch01']","[8, 13]",0,642990441,49460803.15,21,16,17,29,26,[],88,2,2.0,"['lillada01', 'mccolcj01', 'aminual01', 'plumlma01', 'vonleno01', 'davised01', 'crabbal01', 'leoname01', 'hendege02', 'harklma01', 'kamanch01', 'fraziti01', 'connapa01']","[9, 12]",0,883803966,67984920.46,21
201512070MIN,LAC,MIN,LAC,"Target Center, Minneapolis, Minnesota",conference,2015-12-07 20:00:00,2015-12-07 22:00:00,"['Bennie Adams', 'Dan Crawford', 'Ben Taylor']",11467,0,25,27,25,29,[],106,-3,2.0,"['wiggian01', 'townska01', 'rubiori01', 'garneke01', 'martike02', 'dienggo01', 'muhamsh01', 'lavinza01', 'princta01', 'bjeline01', 'rudezda01', 'paynead01', 'millean02']","[8, 11]",0,1197807854,92139065.69,19,29,21,21,39,[],110,1,2.0,"['griffbl01', 'jordade01', 'paulch01', 'redicjj01', 'mbahalu01', 'crawfja01', 'johnswe01', 'riverau01', 'smithjo03', 'stephla01', 'piercpa01', 'prigipa01', 'aldrico01']","[11, 9]",1,1501714250,115516480.8,20
201512070NOP,BOS,NOP,BOS,"Smoothie King Center, New Orleans, Louisiana",none,2015-12-07 20:00:00,2015-12-07 22:00:00,"['Ron Garretson', 'David Guthrie', 'Scott Twardoski']",15715,0,25,19,23,26,[],93,1,3.0,"['davisan02', 'evansty01', 'gordoer01', 'geeal01', 'asikom01', 'anderry01', 'cunnida01', 'coleno01', 'holidjr01', 'ajincal01', 'smithis01', 'babbilu01', 'douglto01']","[5, 15]",0,920924286,70840329.69,20,25,28,28,30,[],111,-1,2.0,"['crowdja01', 'sullija01', 'thomais02', 'bradlav01', 'johnsam01', 'olynyke01', 'turneev01', 'youngja01', 'jerebjo01', 'zellety01', 'roziete01', 'leeda02', 'hunterj01']","[11, 9]",0,635731255,48902404.23,20
201512070NYK,DAL,NYK,DAL,"Madison Square Garden (IV), New York, New York",none,2015-12-07 19:30:00,2015-12-07 21:30:00,"['Scott Foster', 'Lauren Holtkamp-Sterling', 'Courtney Kirkland']",19812,0,28,22,22,25,[],97,-1,2.0,"['anthoca01', 'porzikr01', 'caldejo01', 'afflaar01', 'lopezro01', 'thomala01', 'gallola01', 'serapke01', 'grantje02', 'willide02', 'vujacsa01', 'oquinky01', 'amundlo01']","[10, 11]",0,777823375,59832567.31,21,34,29,25,16,[],104,1,1.0,"['willide01', 'matthwe02', 'feltora01', 'nowitdi01', 'pachuza01', 'parsoch01', 'poweldw01', 'jenkijo01', 'evansje01', 'mcgeeja01', 'villach01', 'mejrisa01', 'anderju01']","[12, 9]",0,977265277,75174252.08,21
201512070PHI,SAS,PHI,SAS,"Wells Fargo Center, Philadelphia, Pennsylvania",none,2015-12-07 19:00:00,2015-12-07 21:00:00,"['Sean Corbin', 'Marat Kogut', 'Zach Zarba']",14449,0,17,12,23,16,[],68,-2,2.0,"['covinro01', 'canaais01', 'noelne01', 'grantje01', 'mccontj01', 'okafoja01', 'stausni01', 'holmeri01', 'thompho01', 'wroteto01', 'sampsja02', 'woodch01', 'marshke01']","[1, 20]",0,301843731,23218748.54,21,33,32,31,23,[],119,3,2.0,"['anderky01', 'bonnema01', 'aldrila01', 'greenda02', 'parketo01', 'butlera01', 'mccalra01', 'simmojo02', 'marjabo01', 'diawbo01', 'millspa02', 'westda01', 'ginobma01']","[17, 4]",1,995414590,76570353.08,21
201512070TOR,TOR,TOR,LAL,"Air Canada Centre, Toronto, Canada",none,2015-12-07 19:30:00,2015-12-07 21:30:00,"['Brent Barnaky', 'Curtis Blair', 'Sean Wright']",20163,0,25,27,19,31,[],102,-2,2.0,"['rosste01', 'lowryky01', 'derozde01', 'biyombi01', 'scolalu01', 'josepco01', 'pattepa01', 'johnsja01', 'powelno01', 'cabocbr01', 'wrighde01', 'bennean01']","[12, 9]",1,954900608,79575050.67,21,22,20,29,22,[],93,-2,1.0,"['clarkjo01', 'bryanko01', 'willilo02', 'hibbero01', 'nancela02', 'russeda01', 'randlju01', 'sacrero01', 'artesro01', 'huertma01', 'youngni01', 'kellyry01', 'bassbr01']","[3, 17]",0,954825066,73448082.0,20
201512080BRK,BRK,BRK,HOU,"Barclays Center, Brooklyn, New York",none,2015-12-08 19:30:00,2015-12-08 21:30:00,"['Mitchell Ervin', 'David Jones', 'Bill Spooner']",13319,0,31,26,23,30,[],110,-2,2.0,"['johnsjo02', 'lopezbr01', 'bogdabo02', 'jackja01', 'youngth01', 'ellinwa01', 'larkish01', 'robinth01', 'brownma02', 'sloando01', 'reedwi02', 'karasse01', 'bargnan01']","[5, 15]",1,802164709,61704977.62,20,24,22,26,33,[],105,3,3.0,"['hardeja01', 'howardw01', 'beverpa01', 'capelca01', 'arizatr01', 'breweco01', 'thornma01', 'lawsoty01', 'joneste01', 'terryja01', 'motiedo01']","[10, 11]",0,1029317754,93574341.27,21
201512080CLE,CLE,CLE,POR,"Quicken Loans Arena, Cleveland, Ohio",none,2015-12-08 19:00:00,2015-12-08 21:00:00,"['Pat Fraher', 'Ken Mauer', 'Aaron Smith']",20562,0,17,30,30,28,[],105,-3,3.0,"['jamesle01', 'dellama01', 'loveke01', 'smithjr01', 'mozgoti01', 'cunnija01', 'willima01', 'jefferi01', 'thomptr01', 'varejan01', 'kaunsa01', 'jonesja02']","[13, 7]",0,1261465378,105122114.8,20,25,31,19,25,[],100,-1,1.0,"['lillada01', 'mccolcj01', 'aminual01', 'plumlma01', 'vonleno01', 'crabbal01', 'davised01', 'harklma01', 'leoname01', 'fraziti01', 'kamanch01', 'hendege02', 'connapa01']","[9, 13]",0,883803966,67984920.46,22
201512080DEN,ORL,DEN,ORL,"Pepsi Center, Denver, Colorado",none,2015-12-08 21:00:00,2015-12-08 23:00:00,"['Brian Forte', 'Ed Malloy', 'Dedric Taylor']",13925,0,26,21,16,11,[],74,2,3.0,"['gallida01', 'farieke01', 'hicksjj01', 'mudiaem01', 'foyera01', 'bartowi01', 'nelsoja01', 'jokicni01', 'millemi01', 'arthuda01', 'papanko01', 'lauvejo01']","[8, 13]",0,710048099,59170674.92,21,26,14,22,23,[],85,-1,3.0,"['vucevni01', 'paytoel01', 'harrito02', 'fournev01', 'fryech01', 'oladivi01', 'nichoan01', 'napiesh01', 'smithja02', 'hezonma01', 'gordoaa01', 'dedmode01']","[11, 9]",0,853555021,71129585.08,20
201512080IND,GSW,IND,GSW,"Bankers Life Fieldhouse, Indianapolis, Indiana",none,2015-12-08 19:00:00,2015-12-08 21:00:00,"['Mark Ayotte', 'J.T. Orr', 'Jason Phillips']",18165,0,28,32,23,40,[],123,-2,3.0,"['ellismo01', 'georgpa01', 'milescj01', 'hillge01', 'mahinia01', 'hillso01', 'stuckro01', 'budinch01', 'hilljo01', 'allenla01', 'youngjo01', 'turnemy01', 'robingl02']","[12, 7]",0,825451979,63496306.08,19,44,35,32,20,[],131,2,2.0,"['curryst01', 'greendr01', 'thompkl01', 'rushbr01', 'bogutan01', 'iguodan01', 'livinsh01', 'ezelife01', 'clarkia01', 'speigma01', 'thompja02', 'barbole01', 'mcadoja01']","[22, 0]",0,1091254334,83942641.08,22
201512080MEM,OKC,MEM,OKC,"FedEx Forum, Memphis, Tennessee",conference,2015-12-08 20:00:00,2015-12-08 22:00:00,"['Bill Kennedy', 'Derrick Stafford', 'Haywoode Workman']",16415,0,25,22,16,25,[],88,1,2.0,"['randoza01', 'greenje02', 'gasolma01', 'conlemi01', 'allento01', 'leeco01', 'cartevi01', 'chalmma01', 'greenja01', 'barnema02', 'smithru01', 'wrighbr03']","[12, 9]",1,1121934047,93494503.92,21,28,31,39,27,[],125,1,2.0,"['duranke01', 'ibakase01', 'westbru01', 'roberan03', 'adamsst01', 'waitedi01', 'augusdj01', 'morroan01', 'collini01', 'kanteen01', 'singlky01', 'payneca01', 'novakst01']","[12, 8]",0,1286144312,98934177.85,20
201512080SAC,SAC,SAC,UTA,"Sleep Train Arena, Sacramento, California",conference,2015-12-08 22:00:00,2015-12-09 00:00:00,"['Steve Anderson', 'James Capers Jr.', 'Josh Tiven']",16505,0,33,21,32,28,[],114,-3,2.0,"['casspom01', 'rondora01', 'couside01', 'gayru01', 'mclembe01', 'collida01', 'belinma01', 'koufoko01', 'moreler01', 'curryse01', 'butleca01', 'anderja01', 'acyqu01']","[7, 15]",0,705535692,54271976.31,22,22,26,32,26,[],106,1,3.0,"['haywago01', 'favorde01', 'hoodro01', 'lylestr01', 'netora01', 'burksal01', 'booketr01', 'burketr01', 'inglejo01', 'witheje01', 'millsel01', 'johnsch04', 'goberru01']","[9, 9]",0,729417017,56109001.31,18
201512090BOS,BOS,BOS,CHI,"TD Garden, Boston, Massachusetts",conference,2015-12-09 19:00:00,2015-12-09 21:00:00,"['Curtis Blair', 'Tony Brown', 'Scott Foster']",17318,0,24,27,24,30,[],105,1,2.0,"['bradlav01', 'crowdja01', 'thomais02', 'sullija01', 'johnsam01', 'turneev01', 'olynyke01', 'leeda02', 'youngja01', 'jerebjo01', 'zellety01', 'roziete01', 'mickejo01']","[12, 9]",0,636852410,48988646.92,21,24,30,21,25,[],100,-2,2.0,"['butleji01', 'rosede01', 'gasolpa01', 'snellto01', 'gibsota01', 'mcderdo01', 'mirotni01', 'noahjo01', 'hinriki01', 'mooreet01', 'portibo01', 'brookaa01', 'bairsca01']","[11, 7]",0,1091044444,83926495.69,18
201512090CHO,CHO,CHO,MIA,"Time Warner Cable Arena, Charlotte, North Carolina",division,2015-12-09 19:00:00,2015-12-09 21:00:00,"['Matt Boland', 'Eric Lewis', 'Rodney Mott']",17404,0,27,29,24,19,[],99,2,2.0,"['walkeke02', 'batumni01', 'zelleco01', 'willima02', 'hairspj02', 'kaminfr01', 'linje01', 'lambje01', 'hawessp01', 'hansbty01', 'danietr01', 'roberbr01', 'harriaa01']","[12, 8]",0,769840822,59218524.77,20,17,19,18,27,[],81,-1,2.0,"['wadedw01', 'dragigo01', 'greenge01', 'whiteha01', 'boshch01', 'johnsty01', 'winslju01', 'denglu01', 'hasleud01', 'richajo01', 'udrihbe01', 'mcrobjo01', 'anderch01']","[12, 7]",1,1216309370,93562259.23,19
201512090DAL,ATL,DAL,ATL,"American Airlines Center, Dallas, Texas",none,2015-12-09 21:30:00,2015-12-09 23:30:00,"['Mike Callahan', 'Derrick Collins', 'Tre Maddox']",19936,0,23,21,28,23,[],95,2,2.0,"['pachuza01', 'willide01', 'matthwe02', 'nowitdi01', 'feltora01', 'poweldw01', 'parsoch01', 'harride01', 'bareajo01', 'villach01', 'evansje01', 'mcgeeja01', 'jenkijo01']","[13, 9]",0,1081197694,83169053.38,22,22,27,27,22,[],98,1,5.0,"['horfoal01', 'millspa01', 'korveky01', 'teaguje01', 'sefolth01', 'bazemke01', 'schrode01', 'pattela01', 'splitti01', 'muscami01', 'scottmi01', 'macksh01', 'holidju01']","[13, 9]",0,964801050,74215465.38,22
201512090DET,MEM,DET,MEM,"The Palace of Auburn Hills, Auburn Hills, Michigan",none,2015-12-09 19:30:00,2015-12-09 21:30:00,"['Dan Crawford', 'Michael Smith', 'Ben Taylor']",13411,0,17,30,27,18,[],92,-1,2.0,"['morrima03', 'drumman01', 'caldwke01', 'ilyaser01', 'jacksre01', 'johnsst04', 'blakest01', 'tollian01', 'baynear01', 'hillida01', 'dinwisp01', 'bullore01', 'anthojo01']","[12, 10]",0,685880335,52760025.77,22,24,19,24,26,[],93,-1,1.0,"['gasolma01', 'randoza01', 'conlemi01', 'greenje02', 'allento01', 'barnema02', 'leeco01', 'chalmma01', 'greenja01', 'wrighbr03', 'smithru01', 'ennisja01', 'cartevi01']","[12, 10]",0,1136475644,87421203.38,22
201512090MIL,LAC,MIL,LAC,"BMO Harris Bradley Center, Milwaukee, Wisconsin",none,2015-12-09 20:00:00,2015-12-09 22:00:00,"['Brent Barnaky', 'Sean Corbin', 'Kevin Scott']",14224,0,26,22,20,27,[],95,2,2.0,"['middlkh01', 'monrogr01', 'mayooj01', 'parkeja01', 'antetgi01', 'cartemi01', 'vaughra01', 'hensojo01', 'obryajo01', 'plumlmi01', 'inglida01', 'ennisty01', 'copelch01']","[9, 13]",0,642990441,49460803.15,22,25,22,28,34,[],109,2,2.0,"['griffbl01', 'jordade01', 'paulch01', 'redicjj01', 'mbahalu01', 'crawfja01', 'johnswe01', 'smithjo03', 'riverau01', 'stephla01', 'piercpa01', 'prigipa01', 'aldrico01']","[12, 9]",0,1501714250,115516480.8,21
201512090MIN,MIN,MIN,LAL,"Target Center, Minneapolis, Minnesota",conference,2015-12-09 20:00:00,2015-12-09 22:00:00,"['Eli Roe', 'Scott Wall', 'Tom Washington']",18076,0,35,24,25,30,[],123,-4,2.0,"['martike02', 'wiggian01', 'townska01', 'rubiori01', 'garneke01', 'dienggo01', 'bjeline01', 'lavinza01', 'muhamsh01', 'princta01', 'paynead01', 'rudezda01', 'millean02']","[8, 12]",1,1197807854,92139065.69,20,32,25,24,33,[],122,-3,2.0,"['willilo02', 'hibbero01', 'bryanko01', 'clarkjo01', 'nancela02', 'randlju01', 'russeda01', 'youngni01', 'sacrero01', 'huertma01', 'artesro01', 'kellyry01', 'bassbr01']","[3, 18]",0,954825066,73448082.0,21
201512090PHO,PHO,PHO,ORL,"Talking Stick Resort Arena, Phoenix, Arizona",none,2015-12-09 21:00:00,2015-12-09 23:00:00,"['Ron Garretson', 'Leon Wood', 'Gary Zielinski']",17637,0,21,28,35,23,[],107,1,2.0,"['knighbr03', 'lenal01', 'bledser01', 'tuckepj01', 'leuerjo01', 'teletmi01', 'bookede01', 'warretj01', 'pricero01', 'weemsso01', 'jeffeco01', 'goodwar01', 'cottobr01']","[9, 13]",0,571323801,43947984.69,22,24,23,26,31,[],104,1,1.0,"['vucevni01', 'fournev01', 'paytoel01', 'harrito02', 'fryech01', 'oladivi01', 'napiesh01', 'nichoan01', 'gordoaa01', 'hezonma01', 'smithja02', 'dedmode01']","[12, 9]",0,853555021,71129585.08,21
201512090TOR,TOR,TOR,SAS,"Air Canada Centre, Toronto, Canada",none,2015-12-09 19:30:00,2015-12-09 21:30:00,"['Eric Dalen', 'Monty McCutchen', 'James Williams']",19800,0,27,26,20,24,[],97,1,2.0,"['derozde01', 'lowryky01', 'scolalu01', 'rosste01', 'biyombi01', 'pattepa01', 'josepco01', 'johnsja01', 'powelno01', 'noguelu01', 'carrode01', 'bennean01']","[13, 9]",0,1000014595,83334549.58,22,21,25,16,32,[],94,4,2.0,"['aldrila01', 'parketo01', 'leonaka01', 'greenda02', 'duncati01', 'ginobma01', 'millspa02', 'diawbo01', 'westda01', 'simmojo02', 'anderky01', 'bonnema01', 'butlera01']","[18, 4]",0,1396498768,107422982.2,22
201512090UTA,UTA,UTA,NYK,"Vivint Smart Home Arena, Salt Lake City, Utah",none,2015-12-09 21:00:00,2015-12-09 23:00:00,"['Bennie Adams', 'Gediminas Petraitis', 'Zach Zarba']",18586,0,29,31,22,24,[],106,-1,1.0,"['lylestr01', 'hoodro01', 'favorde01', 'haywago01', 'netora01', 'burketr01', 'witheje01', 'burksal01', 'booketr01', 'millsel01', 'inglejo01', 'johnsch04', 'goberru01']","[9, 10]",0,729417017,56109001.31,19,11,24,24,26,[],85,-2,2.0,"['anthoca01', 'afflaar01', 'caldejo01', 'lopezro01', 'porzikr01', 'vujacsa01', 'gallola01', 'thomala01', 'willide02', 'oquinky01', 'grantje02', 'amundlo01', 'serapke01']","[10, 12]",0,777823375,59832567.31,22
